"guideline anchor","guideline url",mirror_file,timestamp
"Guideline for reversal of antithrombotics in intracranial hemorrhage: a statement for healthcare professionals from the Neurocritical Care Society and Society of Critical Care Medicine.",https://www.guideline.gov/summaries/summary/50133/guideline-for-reversal-of-antithrombotics-in-intracranial-hemorrhage-a-statement-for-healthcare-professionals-from-the-neurocritical-care-society-and-society-of-critical-care-medicine,./guideline-for-reversal-of-antithrombotics-in-intracranial-hemorrhage-a-statement-for-healthcare-professionals-from-the-neurocritical-care-society-and-society-of-critical-care-medicine,20180712165315
"Endovascular repair of traumatic thoracic aortic injury: clinical practice guidelines of the Society for Vascular Surgery.",https://www.guideline.gov/summaries/summary/48473/endovascular-repair-of-traumatic-thoracic-aortic-injury-clinical-practice-guidelines-of-the-society-for-vascular-surgery,./endovascular-repair-of-traumatic-thoracic-aortic-injury-clinical-practice-guidelines-of-the-society-for-vascular-surgery,20180712184300
"Locoregional therapy of locally advanced breast cancer (LABC).",https://www.guideline.gov/summaries/summary/49134/locoregional-therapy-of-locally-advanced-breast-cancer-labc,./locoregional-therapy-of-locally-advanced-breast-cancer-labc,20180712183730
"Evaluation and treatment of functional constipation in infants and children: evidence-based recommendations from ESPGHAN and NASPGHAN.",https://www.guideline.gov/summaries/summary/49114/evaluation-and-treatment-of-functional-constipation-in-infants-and-children-evidencebased-recommendations-from-espghan-and-naspghan,./evaluation-and-treatment-of-functional-constipation-in-infants-and-children-evidencebased-recommendations-from-espghan-and-naspghan,20180712203637
"Pediatric hydrocephalus: systematic literature review and evidence-based guidelines. Part 8: management of cerebrospinal fluid shunt infection.",https://www.guideline.gov/summaries/summary/49469/pediatric-hydrocephalus-systematic-literature-review-and-evidencebased-guidelines-part-8-management-of-cerebrospinal-fluid-shunt-infection,./pediatric-hydrocephalus-systematic-literature-review-and-evidencebased-guidelines-part-8-management-of-cerebrospinal-fluid-shunt-infection,20180712202137
"Guideline on the management of primary resistant and relapsed classical Hodgkin lymphoma.",https://www.guideline.gov/summaries/summary/47560/guideline-on-the-management-of-primary-resistant-and-relapsed-classical-hodgkin-lymphoma,./guideline-on-the-management-of-primary-resistant-and-relapsed-classical-hodgkin-lymphoma,20180609192141
"The role of endoscopy in the evaluation and management of dysphagia.",https://www.guideline.gov/summaries/summary/47786/the-role-of-endoscopy-in-the-evaluation-and-management-of-dysphagia,./the-role-of-endoscopy-in-the-evaluation-and-management-of-dysphagia,20180712202514
"Urinary incontinence: the management of urinary incontinence in women.",https://www.guideline.gov/summaries/summary/47099/urinary-incontinence-the-management-of-urinary-incontinence-in-women,./urinary-incontinence-the-management-of-urinary-incontinence-in-women,20180712220229
"Head injury. Triage, assessment, investigation and early management of head injury in children, young people and adults.",https://www.guideline.gov/summaries/summary/47763/head-injury-triage-assessment-investigation-and-early-management-of-head-injury-in-children-young-people-and-adults,./head-injury-triage-assessment-investigation-and-early-management-of-head-injury-in-children-young-people-and-adults,20180712165238
"ACR Appropriateness Criteria® seizures and epilepsy.",https://www.guideline.gov/summaries/summary/48287/acr-appropriateness-criteria--seizures-and-epilepsy,./acr-appropriateness-criteria--seizures-and-epilepsy,20180712165304
"VA/DoD clinical practice guideline for the management of chronic kidney disease in primary care.",https://www.guideline.gov/summaries/summary/48951/vadod-clinical-practice-guideline-for-the-management-of-chronic-kidney-disease-in-primary-care,./vadod-clinical-practice-guideline-for-the-management-of-chronic-kidney-disease-in-primary-care,20180712184237
"Screening pelvic examination in adult women: a clinical practice guideline from the American College of Physicians.",https://www.guideline.gov/summaries/summary/48334/screening-pelvic-examination-in-adult-women-a-clinical-practice-guideline-from-the-american-college-of-physicians,./screening-pelvic-examination-in-adult-women-a-clinical-practice-guideline-from-the-american-college-of-physicians,20180712210818
"Indications of DXA in women younger than 65 yr and men younger than 70 yr: the 2013 official positions.",https://www.guideline.gov/summaries/summary/48211/indications-of-dxa-in-women-younger-than-65-yr-and-men-younger-than-70-yr-the-2013-official-positions,./indications-of-dxa-in-women-younger-than-65-yr-and-men-younger-than-70-yr-the-2013-official-positions,20180712205342
"Feverish illness in children: assessment and initial management in children younger than 5 years.",https://www.guideline.gov/summaries/summary/46233/feverish-illness-in-children-assessment-and-initial-management-in-children-younger-than-5-years,./feverish-illness-in-children-assessment-and-initial-management-in-children-younger-than-5-years,20180712194711
"Screening for vitamin D deficiency in adults: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/48961/screening-for-vitamin-d-deficiency-in-adults-us-preventive-services-task-force-recommendation-statement,./screening-for-vitamin-d-deficiency-in-adults-us-preventive-services-task-force-recommendation-statement,20180713065303
"Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for pharmacogenetics-guided warfarin dosing: 2017 update.",https://www.guideline.gov/summaries/summary/51128/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-pharmacogeneticsguided-warfarin-dosing-2017-update,./clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-pharmacogeneticsguided-warfarin-dosing-2017-update,20180712205836
"Management of acute traumatic central cord syndrome (ATCCS). In: Guidelines for the management of acute cervical spine and spinal cord injuries.",https://www.guideline.gov/summaries/summary/44338/management-of-acute-traumatic-central-cord-syndrome-atccs-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,./management-of-acute-traumatic-central-cord-syndrome-atccs-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,20180712211637
"Multifetal gestations: twin, triplet, and higher-order multifetal pregnancies.",https://www.guideline.gov/summaries/summary/48025/multifetal-gestations-twin-triplet-and-higherorder-multifetal-pregnancies,./multifetal-gestations-twin-triplet-and-higherorder-multifetal-pregnancies,20180712210226
"Congress of Neurological Surgeons systematic review and evidence-based guidelines on hearing preservation outcomes in patients with sporadic vestibular schwannomas.",https://www.guideline.gov/summaries/summary/51274/congress-of-neurological-surgeons-systematic-review-and-evidencebased-guidelines-on-hearing-preservation-outcomes-in-patients-with-sporadic-vestibular-schwannomas,./congress-of-neurological-surgeons-systematic-review-and-evidencebased-guidelines-on-hearing-preservation-outcomes-in-patients-with-sporadic-vestibular-schwannomas,20180713035600
"A clinical practice guideline for the use of hyperbaric oxygen therapy in the treatment of diabetic foot ulcers.",https://www.guideline.gov/summaries/summary/49353/a-clinical-practice-guideline-for-the-use-of-hyperbaric-oxygen-therapy-in-the-treatment-of-diabetic-foot-ulcers,./a-clinical-practice-guideline-for-the-use-of-hyperbaric-oxygen-therapy-in-the-treatment-of-diabetic-foot-ulcers,20180712204157
"Modifications in endoscopic practice for the elderly.",https://www.guideline.gov/summaries/summary/46943/modifications-in-endoscopic-practice-for-the-elderly,./modifications-in-endoscopic-practice-for-the-elderly,20180712205021
"Aortic valve and ascending aorta guidelines for management and quality measures.",https://www.guideline.gov/summaries/summary/47278/aortic-valve-and-ascending-aorta-guidelines-for-management-and-quality-measures,./aortic-valve-and-ascending-aorta-guidelines-for-management-and-quality-measures,20180712205520
"ACR Appropriateness Criteria® stress (fatigue/insufficiency) fracture, including sacrum, excluding other vertebrae.",https://www.guideline.gov/summaries/summary/50498/acr-appropriateness-criteria--stress-fatigueinsufficiency-fracture-including-sacrum-excluding-other-vertebrae,./acr-appropriateness-criteria--stress-fatigueinsufficiency-fracture-including-sacrum-excluding-other-vertebrae,20180712194705
"Acute heart failure: diagnosing and managing acute heart failure in adults.",https://www.guideline.gov/summaries/summary/48752/acute-heart-failure-diagnosing-and-managing-acute-heart-failure-in-adults,./acute-heart-failure-diagnosing-and-managing-acute-heart-failure-in-adults,20180713024257
"U.S. medical eligibility criteria for contraceptive use, 2016.",https://www.guideline.gov/summaries/summary/50524/us-medical-eligibility-criteria-for-contraceptive-use-2016,./us-medical-eligibility-criteria-for-contraceptive-use-2016,20180712205241
"ACR Appropriateness Criteria® colorectal cancer screening.",https://www.guideline.gov/summaries/summary/47650/acr-appropriateness-criteria--colorectal-cancer-screening,./acr-appropriateness-criteria--colorectal-cancer-screening,20180713052618
"Clinical practice guideline on perinatal hypoxic-ischaemic encephalopathy on newborns.",https://www.guideline.gov/summaries/summary/51288/clinical-practice-guideline-on-perinatal-hypoxicischaemic-encephalopathy-on-newborns,./clinical-practice-guideline-on-perinatal-hypoxicischaemic-encephalopathy-on-newborns,20180712204023
"Knee stability and movement coordination impairments: knee ligament sprain revision 2017.",https://www.guideline.gov/summaries/summary/51188/knee-stability-and-movement-coordination-impairments-knee-ligament-sprain-revision-2017,./knee-stability-and-movement-coordination-impairments-knee-ligament-sprain-revision-2017,20180609195423
"Practice guideline: idiopathic normal pressure hydrocephalus: response to shunting and predictors of response: report of the Guideline Development, Dissemination, and Implementation Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/49957/practice-guideline-idiopathic-normal-pressure-hydrocephalus-response-to-shunting-and-predictors-of-response-report-of-the-guideline-development-dissemination-and-implementation-subcommittee-of-the-american-academy-of-neurology,./practice-guideline-idiopathic-normal-pressure-hydrocephalus-response-to-shunting-and-predictors-of-response-report-of-the-guideline-development-dissemination-and-implementation-subcommittee-of-the-american-academy-of-neurology,20180713063019
